SO2;NO2;O3;PM2.5;PM10
30,45;47,42;26,12;31,39;52,52
25,04;55,07;30,76;42,91;65,22
18,77;55,50;40,62;47,48;75,35
17,86;50,00;44,63;42,01;69,93
17,18;47,20;32,88;28,03;48,91
26,06;50,33;33,33;34,43;53,74
19,38;53,91;36,64;44,00;76,26
24,02;58,28;34,79;48,67;78,33
19,77;48,11;38,90;41,87;68,91
25,85;52,94;41,61;38,28;64,10
11,35;53,81;34,75;31,68;62,17
14,14;53,14;26,64;40,80;77,49
10,73;51,66;48,76;32,86;93,41
19,10;60,33;43,39;39,54;79,04
15,01;54,19;44,57;45,32;91,12
21,09;55,29;48,47;45,23;77,62
30,41;64,35;51,48;50,47;87,56
21,49;60,56;61,04;50,37;84,19
25,45;56,22;48,42;44,35;75,22
17,61;46,03;48,11;40,76;87,89
16,92;50,37;43,00;40,89;77,67
18,83;46,17;49,32;45,22;82,76
15,74;48,20;50,37;35,49;62,91
19,71;51,35;55,02;35,02;66,74
17,31;63,27;56,61;43,46;79,90
25,43;65,07;58,30;51,39;101,93
19,16;53,42;59,79;42,06;90,39
19,18;53,61;55,17;40,74;76,61
22,27;55,83;56,36;49,28;83,95
21,58;48,79;61,31;51,71;87,54
16,58;41,66;59,00;37,10;74,32
10,64;26,79;65,04;25,10;47,97
20,20;26,00;41,56;17,80;41,52
27,68;37,44;35,36;27,83;70,74
15,15;28,24;32,20;19,86;30,40
15,24;28,71;33,01;20,04;30,39
13,27;30,47;41,60;27,57;42,59
14,11;36,26;50,35;30,81;41,66
16,92;38,16;52,99;26,86;40,65
12,08;40,87;48,32;27,71;46,58
9,71;41,98;49,46;28,72;46,72
16,02;35,43;46,27;23,94;50,47
17,59;32,46;50,28;24,72;41,76
31,32;35,78;42,03;24,13;35,48
41,85;44,98;37,28;28,58;44,05
14,22;36,65;46,69;26,20;48,19
11,76;37,85;51,88;25,92;45,19
8,44;33,36;51,20;21,78;42,13
14,60;35,65;45,34;29,11;53,06
17,09;32,98;42,32;27,10;49,80
9,39;24,72;63,87;24,77;49,35
12,32;30,14;54,87;26,19;38,59
10,50;33,57;77,68;21,93;35,20
12,87;46,40;60,96;31,36;45,57
11,33;42,51;63,10;34,64;50,33
14,15;44,47;64,73;29,74;49,01
21,02;47,02;64,06;30,75;54,36
10,83;30,27;63,78;23,90;40,58
15,84;37,31;58,44;29,14;44,91
13,43;47,04;57,62;33,13;60,89
12,62;32,61;72,55;32,40;61,32
7,51;18,44;48,89;16,80;42,92
13,73;36,18;46,88;27,10;52,59
10,12;38,12;48,69;35,37;50,87
11,72;33,88;60,59;30,73;50,65
10,06;22,55;79,85;21,31;41,49
10,47;28,99;67,77;22,53;39,23
10,47;28,32;56,65;26,65;47,12
12,53;31,12;73,88;31,04;54,15
12,61;32,67;83,51;33,14;67,74
11,83;21,55;95,32;42,36;75,05
13,04;28,41;71,31;33,89;66,51
11,99;29,93;72,37;38,44;74,31
10,62;34,85;79,00;35,53;60,12
7,68;30,20;89,22;35,97;66,74
5,11;23,32;79,72;17,67;28,10
13,52;28,15;44,71;23,13;37,00
22,01;25,00;45,98;29,92;39,59
10,82;19,38;68,94;21,15;29,41
25,40;30,79;67,99;33,60;50,77
63,57;46,08;46,43;26,71;46,66
17,86;38,99;62,56;33,26;89,08
32,40;31,96;52,58;32,74;57,00
9,39;26,33;57,85;21,95;42,54
9,65;16,41;63,91;16,83;42,14
9,29;22,31;60,03;22,44;43,57
16,28;22,19;70,45;19,78;37,77
14,75;20,84;59,61;22,35;31,11
23,38;22,49;60,16;21,79;35,51
37,50;30,43;50,24;22,12;36,99
21,61;33,46;59,67;22,65;42,33
11,91;34,00;56,52;29,90;49,67
11,30;26,41;64,00;26,12;68,94
6,05;7,99;52,65;16,77;66,00
13,91;15,05;42,96;13,86;49,58
26,41;19,61;39,06;15,36;46,42
26,08;25,62;43,14;18,58;39,23
20,83;26,96;49,27;17,10;40,07
15,36;21,44;49,74;21,18;47,29
14,57;20,57;57,99;16,69;39,26
12,02;23,77;51,94;18,58;45,48
13,33;27,35;60,09;22,70;47,47
12,81;22,65;59,68;27,19;67,40
9,32;26,62;60,08;30,31;73,71
7,86;21,70;66,96;26,58;65,52
3,20;14,79;67,63;21,11;48,27
4,42;11,98;55,42;28,11;50,37
15,27;23,02;37,74;26,98;47,55
8,38;17,61;53,48;22,35;48,70
8,14;21,54;73,78;21,56;38,80
12,01;21,90;67,70;20,59;42,07
8,02;23,49;74,95;19,65;39,38
7,09;18,64;66,05;25,64;57,04
12,29;22,25;56,81;21,62;46,43
12,47;27,56;47,87;29,57;51,62
18,32;28,29;56,36;34,87;76,25
10,73;25,35;67,29;25,65;57,03
8,28;22,67;62,00;21,53;57,77
15,93;21,81;53,90;25,91;62,24
13,53;25,54;55,81;20,23;45,68
9,16;25,46;51,85;25,88;38,38
8,00;22,39;53,66;21,30;42,51
6,57;27,24;64,29;23,43;38,93
13,51;22,70;74,57;30,04;40,89
7,20;33,38;60,57;48,59;66,48
6,76;28,86;67,24;27,48;40,70
7,20;32,57;56,97;25,49;37,55
7,53;29,58;57,11;25,97;43,76
8,70;28,21;59,27;28,85;49,09
12,38;26,10;66,68;23,16;46,05
5,74;27,78;68,95;16,38;30,05
6,01;28,14;71,84;21,06;37,87
8,91;24,34;75,77;37,33;58,68
5,33;23,99;81,91;34,59;39,57
6,43;22,28;70,30;16,32;23,26
5,56;22,15;59,34;30,70;57,16
13,48;26,80;58,18;34,67;43,14
5,39;21,50;56,28;27,15;36,67
9,89;26,72;67,85;35,12;51,26
5,89;25,56;85,27;16,41;27,12
8,86;24,19;85,94;21,75;33,32
20,58;30,13;85,25;34,70;59,04
6,85;30,27;69,74;26,30;41,28
5,93;36,83;67,06;25,26;42,71
5,91;22,41;67,26;22,48;32,65
6,53;18,88;74,71;21,99;35,69
6,54;20,00;74,32;21,20;41,68
9,37;18,94;67,35;26,30;38,96
7,47;20,02;62,03;24,49;40,91
8,77;22,47;71,08;22,63;33,21
19,34;24,64;63,45;21,63;36,98
25,50;26,90;45,18;22,00;36,70
17,53;30,42;54,68;23,78;49,08
10,91;25,65;55,92;33,76;59,18
15,78;22,75;61,48;43,43;59,90
27,25;30,06;57,89;30,02;51,54
11,28;23,60;70,86;22,50;42,58
9,05;22,86;74,74;18,70;38,98
12,84;23,64;66,45;19,99;38,98
10,78;21,40;66,69;23,99;49,92
11,12;23,08;56,51;27,94;45,48
10,18;21,14;62,59;23,49;39,02
8,87;18,65;69,79;19,38;28,67
12,70;21,60;59,88;22,80;37,88
6,23;21,08;68,63;16,53;23,88
7,26;22,18;74,16;19,99;46,46
6,77;21,91;69,39;23,56;67,92
11,55;25,31;57,06;33,15;47,16
15,31;19,67;32,72;21,96;35,43
20,10;22,44;38,93;25,33;47,61
20,19;30,06;48,01;35,49;53,25
8,16;19,73;56,23;51,25;64,87
8,50;28,66;47,85;50,16;85,93
4,81;22,58;48,32;42,00;59,49
6,96;21,22;55,17;41,99;64,77
6,42;21,56;59,28;41,70;67,93
6,61;19,16;54,42;44,54;77,69
4,97;27,33;52,05;27,68;45,39
12,13;27,51;55,53;34,06;49,75
8,75;23,76;55,12;31,59;45,68
21,96;37,97;58,41;39,90;57,26
20,28;25,80;40,06;23,93;40,32
26,34;29,24;44,90;24,50;40,16
14,06;26,81;53,66;22,15;44,79
15,05;25,33;67,05;22,95;43,56
10,41;23,06;47,87;19,89;43,23
7,10;26,06;58,64;22,36;42,04
12,81;20,64;58,89;19,41;37,64
15,16;26,05;44,30;32,22;54,02
10,64;23,24;54,51;27,39;42,88
9,31;21,72;55,92;32,68;56,53
11,07;25,27;56,34;28,50;40,05
11,76;33,90;49,27;41,13;59,45
6,11;19,79;67,66;21,80;34,90
8,17;27,37;59,60;21,67;38,66
11,62;40,53;53,63;36,22;65,33
13,13;35,41;57,11;25,44;42,77
9,44;19,18;66,88;42,73;66,44
13,84;34,48;63,95;36,39;52,66
10,93;30,17;56,82;37,53;62,55
9,05;29,54;51,52;39,36;61,51
4,05;20,68;57,98;40,09;53,67
8,48;27,39;51,36;26,63;39,71
6,85;33,05;39,55;32,20;58,17
9,70;32,07;42,35;31,52;45,54
21,01;33,80;46,06;32,35;55,15
4,24;20,79;56,10;22,12;32,15
7,70;31,47;44,08;24,39;35,74
4,78;46,62;38,10;48,26;66,74
3,51;36,29;48,59;38,63;70,99
22,80;33,09;51,73;27,30;45,04
10,63;29,59;46,88;34,33;56,37
24,04;34,76;59,19;35,07;66,95
23,15;29,52;60,71;29,53;52,23
16,24;27,57;48,82;15,82;31,72
22,08;29,76;56,16;24,37;43,39
26,74;36,61;49,63;28,26;49,43
19,10;37,52;62,80;25,55;50,08
13,47;31,45;60,74;26,27;47,59
12,49;32,62;66,52;27,95;53,00
4,12;24,27;48,98;41,52;55,73
13,63;23,57;31,05;20,77;29,08
10,27;28,84;42,56;26,56;37,55
35,20;37,71;43,35;52,45;57,10
15,64;23,90;51,07;26,64;37,65
5,37;22,17;58,50;29,41;37,13
19,40;29,03;51,60;45,00;71,72
10,67;33,15;51,36;44,63;63,70
8,38;31,56;55,89;50,40;74,43
4,62;29,47;33,28;29,40;49,23
29,70;33,96;36,53;28,48;56,40
14,32;39,30;49,08;30,77;55,66
6,53;35,89;44,99;18,50;43,39
5,57;24,56;49,60;13,32;33,63
13,97;28,66;39,31;26,97;49,72
4,82;21,86;50,07;23,97;44,00
5,64;31,72;48,22;23,72;44,78
8,75;34,86;53,32;26,26;53,61
6,45;21,92;56,65;21,40;44,27
2,67;17,93;49,09;16,28;34,32
4,46;23,13;40,36;16,29;40,76
10,68;39,42;35,85;23,46;59,34
14,33;47,15;46,90;24,44;60,27
11,54;47,35;68,27;27,99;62,26
14,83;40,57;60,64;38,59;64,77
9,85;34,08;54,70;24,61;54,70
9,56;25,00;55,18;25,65;48,99
8,77;26,29;50,38;31,32;55,43
5,44;27,47;43,43;27,01;52,26
14,30;21,87;32,22;23,93;54,48
17,86;21,87;28,45;13,91;15,95
22,63;34,45;23,93;19,64;28,54
18,18;29,46;27,27;40,49;64,71
14,23;31,52;34,09;35,76;62,36
11,70;40,31;39,61;42,99;60,69
10,43;31,94;41,69;40,58;63,28
10,40;44,34;42,99;44,11;79,85
19,42;50,34;38,17;54,45;83,92
16,48;55,97;55,43;61,95;107,09
11,42;44,78;40,69;36,51;65,01
7,27;30,56;39,14;23,92;52,35
10,92;34,87;42,04;23,85;45,62
7,57;26,90;47,47;16,28;36,64
5,99;32,71;35,86;22,59;48,49
6,49;27,94;35,92;13,90;30,75
12,80;38,64;44,57;18,36;38,80
6,63;24,63;45,83;14,52;27,79
10,35;31,26;38,72;33,11;63,19
7,63;31,54;34,10;28,76;65,20
19,13;30,77;36,44;33,82;64,26
11,40;26,38;35,74;24,69;47,70
10,96;33,35;28,10;30,03;58,19
10,16;28,42;46,75;20,24;50,90
12,75;16,40;35,27;9,12;24,18
20,28;27,75;33,06;21,26;41,15
8,81;27,44;42,93;29,01;58,11
10,33;26,75;44,41;25,40;57,31
21,72;36,46;27,85;30,29;72,81
13,22;40,54;40,67;39,69;82,22
15,32;45,92;44,32;45,27;86,87
25,25;46,10;37,19;45,05;80,27
24,54;32,98;36,78;32,79;59,56
7,89;32,81;32,80;22,56;50,11
6,48;31,69;32,93;19,92;44,95
9,34;30,38;37,66;19,81;44,36
11,14;34,61;36,17;22,16;52,83
8,09;29,76;36,98;17,81;54,02
7,92;18,67;37,82;13,64;21,62
10,02;21,33;46,24;17,39;25,11
17,14;33,47;36,44;27,82;49,81
33,00;49,78;39,42;56,98;90,36
12,56;39,70;45,74;54,50;91,57
13,30;37,74;46,72;45,69;71,51
18,02;31,83;36,89;37,47;59,57
17,75;33,41;41,19;42,95;64,59
18,51;38,21;37,13;53,02;79,58
18,18;37,40;51,01;46,18;79,08
15,13;37,01;45,67;44,90;76,70
30,98;36,77;36,60;44,74;73,90
20,77;28,63;36,91;35,37;61,35
28,85;36,56;25,64;35,82;62,36
37,84;42,08;32,03;45,29;75,65
26,73;45,55;38,34;49,49;81,43
31,43;51,01;45,84;54,42;91,85
37,04;56,14;39,93;55,81;101,76
22,69;46,98;53,04;59,01;102,82
34,47;53,38;38,08;62,71;113,60
23,38;53,12;55,78;68,55;116,74
34,34;53,85;55,45;74,76;120,16
18,50;41,49;55,58;69,59;116,38
20,61;46,19;41,70;71,18;120,12
36,26;56,74;32,53;77,69;129,13
17,36;52,77;36,85;60,65;114,06
18,99;47,76;35,57;60,57;117,14
13,61;38,76;45,89;44,80;94,02
9,73;19,78;49,58;18,57;45,62
24,17;21,02;37,32;15,56;51,69
7,96;22,08;34,58;14,57;24,40
7,12;22,62;35,00;27,25;39,80
8,90;30,64;34,29;33,10;51,17
7,67;21,84;40,30;25,82;44,59
24,42;38,28;22,87;35,04;59,12
12,51;23,69;44,59;32,56;53,67
16,00;24,54;43,55;28,52;52,70
12,05;29,10;43,72;28,96;53,72
21,88;36,13;30,88;30,70;60,66
13,44;33,18;32,56;36,00;64,17
19,40;39,93;31,51;45,08;76,91
29,48;40,38;31,07;46,99;84,61
23,19;36,19;38,79;45,13;85,32
20,41;41,66;40,88;45,62;75,84
22,36;41,40;50,57;50,79;86,22
35,92;41,34;35,97;55,66;90,17
23,41;50,87;39,44;59,45;113,78
27,89;57,81;47,22;62,53;116,47
17,50;43,12;47,92;49,51;97,10
28,95;23,67;35,09;21,37;41,19
26,65;28,99;35,00;27,16;48,17
19,15;45,36;29,25;47,27;88,20
19,87;40,46;34,48;44,58;90,08
13,31;33,36;40,93;36,20;64,51
28,24;42,83;28,06;46,71;77,12
14,47;33,62;36,34;34,59;67,06
25,30;40,89;32,04;45,11;78,34
38,05;42,62;36,03;45,90;80,70
56,66;58,51;29,73;60,05;101,06
35,80;54,81;36,57;60,07;118,37
34,64;50,83;31,24;53,40;106,31
36,38;57,57;28,18;54,98;108,45
18,95;48,60;35,07;54,94;104,78
27,45;50,97;34,77;57,11;101,67
25,58;42,34;37,26;48,54;83,07
21,52;42,81;35,85;46,88;90,15
24,59;49,74;29,41;49,29;101,25
14,74;47,83;33,25;54,68;102,94
12,74;46,81;33,14;46,94;89,78
16,67;43,67;38,61;53,03;111,32
13,68;31,21;43,01;27,41;56,44
12,69;23,75;47,56;39,95;86,86
9,91;21,72;50,44;37,44;87,14
6,75;24,58;40,66;23,06;33,27
7,61;26,36;42,08;19,64;33,92
7,53;28,98;38,32;20,25;37,58
9,68;30,69;31,05;27,06;47,86
29,55;36,96;28,45;33,53;55,81
17,20;28,14;40,21;25,93;49,49
10,07;25,44;36,13;16,17;31,65
26,80;52,19;24,40;42,00;62,44
14,20;25,16;45,00;52,08;95,14
11,27;24,42;33,21;28,11;40,49
11,44;36,90;28,98;43,89;72,12
28,21;46,76;27,78;49,26;85,59
18,73;38,99;38,95;40,11;69,66
13,24;33,70;39,31;32,88;61,51
38,84;39,20;28,30;36,26;62,42
54,49;60,74;22,92;46,29;83,39
43,04;64,03;26,88;56,46;98,11
22,30;54,04;35,98;47,55;88,74
20,38;50,87;33,65;47,04;85,86
12,72;33,25;41,75;28,56;53,80
16,04;33,19;43,71;36,43;64,61
10,43;30,37;46,65;29,35;61,65
16,24;36,23;42,26;34,38;64,76
9,24;42,49;37,48;31,94;67,23
13,01;36,48;37,81;31,82;64,41
11,07;24,21;59,38;24,04;55,40
5,90;26,11;40,25;26,31;47,02
8,72;20,78;33,46;20,14;46,15
27,63;39,74;22,10;33,45;59,46
25,09;34,86;30,13;33,91;69,05
34,49;56,86;28,91;37,98;84,06
30,41;67,41;34,31;55,99;110,68
24,76;50,03;43,69;48,91;93,16
31,10;49,92;44,62;38,82;79,17
26,85;57,32;48,84;44,17;85,67
36,17;59,66;46,52;45,37;91,19
26,04;51,79;46,14;36,85;79,54
17,00;48,82;48,45;25,40;63,24
50,48;64,82;36,82;37,74;85,77
19,61;50,30;50,66;42,42;100,35
17,76;37,84;61,74;34,97;81,66
14,74;34,16;65,46;30,08;81,27
22,81;54,00;56,31;36,99;86,40
16,11;41,94;64,73;35,19;86,42
19,82;44,18;65,47;41,94;106,70
15,02;33,47;71,24;43,74;101,50
10,65;25,75;68,01;40,53;85,85
7,02;20,67;76,88;31,42;64,24
8,31;33,36;71,35;38,99;71,40
13,99;37,42;67,22;52,00;100,64
10,00;24,25;46,16;31,56;82,72
13,40;26,28;67,71;30,12;65,69
8,68;27,10;75,95;35,71;108,87
17,73;18,68;43,29;17,59;36,10
20,78;21,99;29,24;14,61;31,77
26,79;39,09;35,58;35,63;51,76
10,74;33,42;52,44;38,34;60,74
13,27;33,64;56,16;30,08;51,64
11,97;26,12;57,19;24,86;54,34
17,82;26,09;47,88;20,09;42,75
10,28;23,18;38,62;18,11;36,98
26,04;32,38;40,39;28,09;54,88
8,05;21,24;57,37;29,69;59,96
13,12;26,71;66,00;33,26;66,06
7,67;17,55;61,43;17,49;33,15
21,59;28,06;45,70;18,81;41,74
12,68;27,25;48,34;26,37;55,30
12,98;26,09;49,59;20,36;40,28
15,25;19,69;49,35;17,57;40,41
13,66;20,92;43,11;14,59;26,07
29,31;27,32;48,56;20,51;34,02
16,64;27,48;50,70;23,28;46,32
13,06;29,42;52,69;27,54;72,35
13,61;30,77;53,57;26,21;62,31
12,70;24,37;62,85;34,96;73,18
8,15;15,81;55,86;18,40;32,22
18,78;26,93;51,03;28,60;48,66
10,31;24,30;49,47;25,43;52,08
15,27;18,95;53,47;16,46;39,68
12,22;21,79;50,36;31,04;58,14
7,49;16,80;55,18;22,82;45,48
7,83;13,82;62,33;29,24;89,02
10,91;19,84;59,67;24,76;56,66
11,43;19,42;47,74;23,14;52,29
17,65;21,72;45,69;31,27;50,22
6,48;21,35;54,02;27,49;42,01
8,13;19,08;63,67;30,78;47,37
7,59;18,89;76,17;20,04;47,82
8,83;21,02;74,19;25,27;45,11
10,63;23,06;66,72;21,09;37,91
7,11;23,60;59,49;21,46;36,99
13,62;28,61;54,01;28,23;47,84
8,05;26,44;62,59;37,12;62,73
9,20;28,49;67,08;28,99;47,41
11,80;34,90;74,45;30,03;52,25
8,12;25,43;66,67;26,80;50,61
8,01;25,45;57,66;28,93;61,39
7,91;25,80;56,04;25,53;48,59
10,66;28,87;53,91;32,75;58,70
9,37;22,81;61,58;25,34;43,76
11,07;20,82;76,48;34,72;52,12
10,87;24,61;78,35;25,50;40,59
6,76;23,12;59,63;44,27;66,36
6,90;18,54;64,74;32,97;57,51
7,77;19,76;55,48;35,47;56,48
6,41;18,04;69,50;29,02;44,93
7,48;18,20;65,46;30,30;49,23
10,71;22,42;69,69;26,15;37,32
6,83;20,14;70,79;19,54;28,28
8,07;17,04;69,71;20,74;32,14
11,02;22,50;58,23;20,65;36,83
13,96;25,25;66,32;30,70;46,64
10,88;18,82;59,96;21,66;34,83
6,61;14,98;61,93;21,71;38,71
6,55;16,00;84,07;19,44;34,23
18,98;19,17;54,21;26,57;47,27
13,18;22,81;43,52;26,97;41,58
9,85;18,54;62,81;19,36;31,15
6,98;24,21;61,67;23,45;35,40
7,24;23,38;76,33;25,67;41,20
7,30;20,72;68,37;25,92;41,74
7,09;32,90;53,41;25,02;42,56
9,48;38,11;58,60;23,93;35,55
11,61;34,26;75,41;27,84;42,71
7,00;21,81;68,82;26,34;36,84
7,80;30,77;59,75;23,61;38,58
6,21;28,53;68,53;22,76;37,29
7,04;21,47;80,36;23,39;49,76
7,96;25,08;66,89;25,27;56,07
24,53;32,25;49,30;31,39;51,39
11,95;31,18;54,87;22,88;42,55
8,47;20,32;66,06;26,71;51,73
12,00;29,82;78,06;26,38;44,31
10,47;28,07;64,10;33,54;46,48
9,64;31,58;61,23;29,65;47,94
13,10;27,87;75,00;39,24;56,38
9,80;30,02;65,29;31,48;41,66
8,61;28,85;65,00;30,84;48,85
8,60;22,13;70,63;25,25;43,83
9,32;24,65;59,32;22,16;36,13
12,04;29,85;57,68;27,78;42,79
12,74;29,60;53,02;38,63;48,06
11,16;30,11;55,14;41,94;57,56
10,33;22,20;55,06;38,68;61,07
24,85;36,34;60,30;46,13;65,25
11,49;28,05;61,20;48,09;66,44
9,52;23,11;60,66;23,52;40,93
18,34;34,27;76,86;32,76;53,66
11,91;28,64;61,78;21,51;48,58
9,59;29,61;69,58;21,78;41,41
13,28;26,46;80,93;24,50;53,64
7,15;26,68;72,38;21,31;41,34
15,70;25,89;26,73;32,38;53,19
7,09;19,94;41,27;25,34;48,76
5,89;20,67;43,06;43,04;73,04
9,72;26,39;49,88;32,82;66,43
9,49;21,63;54,69;48,20;79,71
18,80;27,82;48,19;44,10;62,32
22,61;32,21;57,07;44,20;84,90
15,53;28,52;58,41;77,46;121,00
7,86;21,42;60,82;47,31;64,92
8,06;18,66;60,45;37,86;61,30
14,34;18,32;42,09;22,16;38,77
12,65;23,46;43,74;18,02;32,98
9,66;20,75;49,53;26,75;44,73
7,45;20,33;42,35;33,04;56,00
12,16;20,84;34,27;36,23;56,10
23,81;24,97;39,82;43,50;68,03
14,72;20,78;55,09;40,99;79,83
21,10;29,10;53,81;37,02;62,99
9,62;19,28;54,48;52,34;79,59
6,17;21,16;53,99;35,63;49,99
12,95;23,00;59,90;41,65;70,26
13,98;21,42;52,32;41,10;79,72
11,18;19,10;41,83;28,78;63,14
11,12;16,23;39,71;15,35;31,64
16,19;20,10;41,87;18,15;34,17
21,25;30,42;47,97;27,32;46,24
7,39;32,36;49,13;28,08;46,84
8,41;27,27;56,89;42,44;63,40
9,73;24,06;50,00;40,48;55,15
4,81;27,82;50,86;32,40;56,96
5,39;22,16;42,45;36,51;58,63
3,67;17,79;43,06;39,26;65,21
3,33;19,36;46,10;45,18;65,16
3,25;18,46;34,34;45,93;70,68
3,19;15,92;44,21;40,94;49,01
10,04;18,44;61,87;29,22;36,21
5,48;21,65;47,69;36,74;49,10
14,56;26,93;43,29;42,40;62,35
23,66;36,00;40,70;28,94;45,22
19,55;29,97;63,91;46,09;54,86
14,25;27,15;59,25;49,83;58,76
11,36;19,89;56,82;38,26;40,00
10,20;14,93;46,08;29,64;46,31
14,28;17,33;53,25;35,86;59,44
22,76;26,87;34,77;34,92;58,72
7,92;16,48;48,90;44,05;66,90
10,43;19,86;63,06;37,81;62,70
